date,USD,JPY,BGN,CYP,CZK,DKK,EEK,GBP,HUF,LTL,LVL,MTL,PLN,ROL,SEK,SIT,SKK,CHF,ISK,NOK,TRL,AUD,CAD,HKD,KRW,NZD,SGD,ZAR,EUR,JOD,KES,MUR,BOB,COP,HRK,LBP
2002-10-20,0.9735,121.83,1.9465,0.5723,30.583,7.4298,15.6466,0.6282,244.91,3.4525,0.5939,0.4124,4.0532,32415,9.0842,228.82,41.79,1.4682,86.59,7.409,1612000,1.7665,1.5304,7.5924,1206.17,2.0218,1.7426,10.0502,1,0.6898,77.2007,28.9162,,,,
2002-10-21,0.9748,121.53,1.9465,0.5723,30.55,7.4291,15.6466,0.6306,242.48,3.4525,0.5942,0.4127,4.0259,32422,9.0765,228.905,41.525,1.4693,85.98,7.4032,1625000,1.7616,1.53,7.6024,1203.88,2.0198,1.7359,9.9351,1,0.6906,77.142,28.9489,,,,
2002-10-22,0.9768,122.32,1.9463,0.5723,30.577,7.4315,15.6466,0.6321,242.25,3.4525,0.5959,0.413,4.0226,32593,9.149,228.8993,41.438,1.4693,86.45,7.4125,1618000,1.7643,1.527,7.6181,1208.59,2.0205,1.7445,9.9501,1,0.6937,77.5237,29.0739,,,,
2002-10-23,0.9775,121.17,1.9463,0.5723,30.807,7.4319,15.6466,0.6298,241.83,3.4524,0.5955,0.4129,4.015,32555,9.1245,228.895,41.531,1.4662,86.69,7.7072,1628000,1.7668,1.5331,7.6235,1199.29,2.015,1.737,9.9531,1,0.693,77.5341,29.0314,,,,
2002-10-24,0.9738,121.08,1.9464,0.5723,30.872,7.4308,15.6466,0.6288,241.94,3.4523,0.5937,0.4125,3.9752,32523,9.1388,228.9,41.551,1.4675,86.49,7.3818,1630000,1.7543,1.5221,7.5947,1194.76,2.0002,1.7339,9.8602,1,0.6939,77.6492,29.0745,,,,
2002-10-25,0.9763,121.21,1.9464,0.5723,30.925,7.4315,15.6466,0.6286,241.12,3.4523,0.5945,0.4125,3.956,32610,9.1066,228.975,41.484,1.4663,86.79,7.3529,1637000,1.7572,1.5277,7.614,1197.53,2.0055,1.7336,9.8753,1,0.6925,77.6488,29.0098,,,,
2002-10-26,0.9763,121.21,1.9464,0.5723,30.925,7.4315,15.6466,0.6286,241.12,3.4523,0.5945,0.4125,3.956,32610,9.1066,228.975,41.484,1.4663,86.79,7.3529,1637000,1.7572,1.5277,7.614,1197.53,2.0055,1.7336,9.8753,1,0.6925,77.6488,29.0098,,,,
2002-10-27,0.9763,121.21,1.9464,0.5723,30.925,7.4315,15.6466,0.6286,241.12,3.4523,0.5945,0.4125,3.956,32610,9.1066,228.975,41.484,1.4663,86.79,7.3529,1637000,1.7572,1.5277,7.614,1197.53,2.0055,1.7336,9.8753,1,0.6925,77.6488,29.0098,,,,
2002-10-28,0.9745,121.53,1.9465,0.5723,30.918,7.4316,15.6466,0.6307,241.41,3.4523,0.5941,0.4132,3.9896,32553,9.0967,228.975,41.534,1.468,86.29,7.385,1637000,1.7501,1.5237,7.6001,1197.17,1.9961,1.7362,9.8774,1,0.6988,78.2877,29.2668,,,,
2002-10-29,0.982,121.21,1.9461,0.5719,30.918,7.4321,15.6466,0.6311,241.48,3.4523,0.5956,0.413,3.9837,32907,9.0837,229.2013,41.605,1.4657,86.71,7.394,1645000,1.7579,1.5329,7.6588,1200.4,2.0125,1.7387,9.9213,1,0.6976,78.2627,29.1814,,,,
2002-10-30,0.9825,120.65,1.9461,0.5716,30.903,7.4323,15.6466,0.6321,241.28,3.4526,0.5955,0.4132,3.9824,32865,9.061,229.2191,41.569,1.4649,86.34,7.373,1649000,1.7741,1.5365,7.663,1205.33,2.031,1.738,9.9303,1,0.698,78.3351,29.2287,,,,
2002-10-31,0.9864,121.04,1.9466,0.5713,30.778,7.4319,15.6466,0.6325,241.33,3.4528,0.597,0.4135,3.9911,33070,9.0607,229.125,41.474,1.4633,86.49,7.3588,1648000,1.7813,1.5449,7.6932,1205.08,2.0405,1.7435,9.8615,1,0.7028,78.7408,29.4263,,,,
2002-11-01,0.9974,121.58,1.9475,0.5713,30.847,7.4321,15.6466,0.6366,241.4,3.4529,0.601,0.4145,3.9959,33352,9.0843,229.125,41.464,1.4606,86.48,7.3555,1683000,1.7915,1.5531,7.7793,1221.82,2.0365,1.7592,9.956,1,0.707,79.0644,29.5931,,,,
2002-11-02,0.9974,121.58,1.9475,0.5713,30.847,7.4321,15.6466,0.6366,241.4,3.4529,0.601,0.4145,3.9959,33352,9.0843,229.125,41.464,1.4606,86.48,7.3555,1683000,1.7915,1.5531,7.7793,1221.82,2.0365,1.7592,9.956,1,0.707,79.0644,29.5931,,,,
2002-11-03,0.9974,121.58,1.9475,0.5713,30.847,7.4321,15.6466,0.6366,241.4,3.4529,0.601,0.4145,3.9959,33352,9.0843,229.125,41.464,1.4606,86.48,7.3555,1683000,1.7915,1.5531,7.7793,1221.82,2.0365,1.7592,9.956,1,0.707,79.0644,29.5931,,,,
2002-11-04,0.9944,121.85,1.9476,0.5713,30.717,7.4323,15.6466,0.6403,241.1,3.4531,0.6005,0.4146,3.9798,33382,9.1155,229.18,41.26,1.4633,86.54,7.7197,1664000,1.7726,1.5483,7.7557,1212.17,2.0095,1.7543,9.8798,1,0.708,79.0337,29.6376,,,,
2002-11-05,1.0024,121.95,1.9492,0.5713,30.948,7.4326,15.6466,0.6395,241.14,3.4533,0.6032,0.4152,3.968,33642,9.1319,229.165,41.304,1.4613,87.14,7.3655,1645000,1.7815,1.5601,7.8177,1219.92,2.0151,1.76,9.9015,1,0.7096,79.2461,29.6786,,,,
2002-11-06,0.9955,121.84,1.9482,0.571,30.792,7.4317,15.6466,0.642,239.65,3.4533,0.6007,0.4147,3.9723,33387,9.1325,229.3125,41.276,1.4633,86.77,7.3971,1636000,1.7756,1.5507,7.7643,1219.49,2.0099,1.7541,9.8747,1,0.712,79.6277,29.7839,,,,
2002-11-07,1.0013,121.98,1.948,0.5714,30.918,7.4297,15.6466,0.638,239.15,3.4535,0.6017,0.4149,3.9683,33617,9.132,229.275,41.288,1.4641,87.17,8.0559,1634000,1.7758,1.5536,7.8093,1211.27,2.0121,1.7697,9.842,1,0.7161,80.0919,29.9071,,,,
2002-11-08,1.0107,121.95,1.9477,0.5718,30.961,7.4292,15.6466,0.6367,239.03,3.4533,0.604,0.4151,3.9598,33912,9.088,229.265,41.266,1.4633,86.93,7.3141,1635000,1.7861,1.5752,7.8827,1212.84,2.0299,1.7808,9.9024,1,0.7189,80.4014,29.9923,,,,
2002-11-09,1.0107,121.95,1.9477,0.5718,30.961,7.4292,15.6466,0.6367,239.03,3.4533,0.604,0.4151,3.9598,33912,9.088,229.265,41.266,1.4633,86.93,7.3141,1635000,1.7861,1.5752,7.8827,1212.84,2.0299,1.7808,9.9024,1,0.7189,80.4014,29.9923,,,,
2002-11-10,1.0107,121.95,1.9477,0.5718,30.961,7.4292,15.6466,0.6367,239.03,3.4533,0.604,0.4151,3.9598,33912,9.088,229.265,41.266,1.4633,86.93,7.3141,1635000,1.7861,1.5752,7.8827,1212.84,2.0299,1.7808,9.9024,1,0.7189,80.4014,29.9923,,,,
2002-11-11,1.0126,120.9,1.9475,0.5719,30.7,7.4284,15.6466,0.6364,238.21,3.4537,0.6039,0.4151,3.9604,33916,9.0835,229.325,41.12,1.4632,86.62,7.2875,1637000,1.8075,1.5905,7.8976,1215.83,2.05,1.7822,9.9329,1,0.7171,80.2922,29.8936,,,,
2002-11-12,1.0081,120.61,1.9472,0.572,30.686,7.4277,15.6466,0.6365,238.52,3.4534,0.6024,0.4147,3.9615,33866,9.0619,229.27,41.53,1.4616,86.1,7.304,1651000,1.7952,1.5844,7.8628,1215.77,2.041,1.7791,9.916,1,0.7186,80.4631,29.9572,,,,
2002-11-13,1.0068,120.8,1.9475,0.572,30.722,7.4262,15.6466,0.6354,238.5,3.4534,0.6022,0.4145,3.9814,33840,9.0575,229.375,41.745,1.4632,85.96,7.338,1647000,1.7983,1.5899,7.8525,1209.97,2.0341,1.7771,9.879,1,0.7157,80.1254,29.8214,,,,
2002-11-14,1.0095,120.85,1.9479,0.5721,30.698,7.4265,15.6466,0.6355,237.86,3.4531,0.603,0.4148,3.9616,33855,9.0945,229.365,41.664,1.4651,86.04,7.313,1635000,1.7935,1.5911,7.874,1215.64,2.0205,1.7743,9.735,1,0.7125,79.7877,29.6455,,,,
2002-11-15,1.0029,121.05,1.9471,0.5721,30.572,7.4263,15.6466,0.6388,237.3,3.4525,0.601,0.4146,3.9589,33639,9.0556,229.39,41.684,1.4664,85.9,7.3178,1607000,1.7805,1.5869,7.8222,1204.28,2.0072,1.7685,9.7019,1,0.7165,80.1983,29.8295,,,,
2002-11-16,1.0029,121.05,1.9471,0.5721,30.572,7.4263,15.6466,0.6388,237.3,3.4525,0.601,0.4146,3.9589,33639,9.0556,229.39,41.684,1.4664,85.9,7.3178,1607000,1.7805,1.5869,7.8222,1204.28,2.0072,1.7685,9.7019,1,0.7165,80.1983,29.8295,,,,
2002-11-17,1.0029,121.05,1.9471,0.5721,30.572,7.4263,15.6466,0.6388,237.3,3.4525,0.601,0.4146,3.9589,33639,9.0556,229.39,41.684,1.4664,85.9,7.3178,1607000,1.7805,1.5869,7.8222,1204.28,2.0072,1.7685,9.7019,1,0.7165,80.1983,29.8295,,,,
2002-11-18,1.0065,121.98,1.9483,0.5722,30.583,7.4263,15.6466,0.6381,237.03,3.4524,0.6028,0.4149,3.9297,33725,9.0611,229.09,41.619,1.4676,85.82,7.3065,1593000,1.7896,1.5934,7.8503,1209.61,2.0241,1.7753,9.6655,1,0.716,80.177,29.8204,,,,
2002-11-19,1.0125,122.75,1.9496,0.5722,30.546,7.4274,15.6466,0.6349,236.62,3.4524,0.6046,0.4151,3.9177,33885,9.0654,229.8515,41.466,1.4681,85.89,7.365,1603000,1.7988,1.6101,7.8968,1216.01,2.0325,1.7848,9.6875,1,0.7121,79.8604,29.6579,,,,
2002-11-20,1.0019,122.67,1.9505,0.5721,30.583,7.4263,15.6466,0.6366,237.67,3.4523,0.6018,0.4146,3.9569,33565,9.0651,229.575,41.414,1.4675,85.92,7.3245,1590000,1.7915,1.5866,7.8144,1211.3,2.0224,1.7738,9.6823,1,0.711,79.7291,29.6091,,,,
2002-11-21,1.0034,122.75,1.9527,0.5721,30.674,7.4261,15.6466,0.6338,237.53,3.4524,0.6021,0.4146,3.9543,33666,8.9602,230.15,41.419,1.4687,86.26,7.305,1586000,1.7845,1.5851,7.8258,1208.9,1.9932,1.7733,9.6033,1,0.7109,79.8054,29.6077,,,,
2002-11-22,1.0024,122.88,1.954,0.5723,30.665,7.4268,15.6466,0.6304,236.98,3.4525,0.6016,0.4142,3.9235,33647,9.3689,229.7227,41.575,1.4718,86.26,7.471,1584000,1.7788,1.5837,7.8176,1207.29,1.9915,1.773,9.4223,1,0.7072,79.3832,29.451,,,,
2002-11-23,1.0024,122.88,1.954,0.5723,30.665,7.4268,15.6466,0.6304,236.98,3.4525,0.6016,0.4142,3.9235,33647,9.3689,229.7227,41.575,1.4718,86.26,7.471,1584000,1.7788,1.5837,7.8176,1207.29,1.9915,1.773,9.4223,1,0.7072,79.3832,29.451,,,,
2002-11-24,1.0024,122.88,1.954,0.5723,30.665,7.4268,15.6466,0.6304,236.98,3.4525,0.6016,0.4142,3.9235,33647,9.3689,229.7227,41.575,1.4718,86.26,7.471,1584000,1.7788,1.5837,7.8176,1207.29,1.9915,1.773,9.4223,1,0.7072,79.3832,29.451,,,,
2002-11-25,0.9905,121.84,1.9531,0.5723,30.683,7.4265,15.6466,0.6333,236.98,3.4521,0.5975,0.4137,3.9448,33377,9.0175,229.625,41.626,1.4746,85.71,7.2931,1551000,1.7692,1.5597,7.7245,1205.93,1.9856,1.7568,9.1859,1,0.7041,79.1239,29.3379,,,,
2002-11-26,0.991,120.92,1.9528,0.5723,30.808,7.4263,15.6466,0.6398,236.05,3.4522,0.5972,0.416,3.9599,33266,9.0683,229.2525,41.676,1.4736,85.65,7.275,1543000,1.7698,1.5573,7.7283,1187.81,1.9886,1.7504,9.1541,1,0.7049,79.5415,29.3848,,,,
2002-11-27,0.9927,120.57,1.9529,0.5724,30.948,7.4263,15.6466,0.64,236.76,3.4523,0.5983,0.4148,3.9652,33265,9.0728,229.7227,41.824,1.4757,85.68,7.29,1551000,1.7829,1.5628,7.7416,1178.83,2.0123,1.7496,9.1548,1,0.7028,79.3926,29.3005,,,,
2002-11-28,0.9934,121.37,1.9528,0.573,30.892,7.4262,15.6466,0.6407,237.95,3.4524,0.5982,0.4147,3.9727,33330,9.0795,229.7635,42.139,1.4746,85.44,7.2815,1540000,1.7806,1.5634,7.7471,1199.83,2.0097,1.7503,9.2344,1,0.7053,79.6571,29.3981,,,,
2002-11-29,0.9927,121.56,1.9535,0.5731,30.857,7.4261,15.6466,0.6379,237.72,3.4518,0.5984,0.4147,3.9848,33300,9.005,229.9512,41.974,1.4754,85.43,7.2839,1523000,1.7755,1.5586,7.7417,1187.47,1.999,1.7527,9.2137,1,0.7059,79.4149,29.4263,,,,
2002-11-30,0.9927,121.56,1.9535,0.5731,30.857,7.4261,15.6466,0.6379,237.72,3.4518,0.5984,0.4147,3.9848,33300,9.005,229.9512,41.974,1.4754,85.43,7.2839,1523000,1.7755,1.5586,7.7417,1187.47,1.999,1.7527,9.2137,1,0.7059,79.4149,29.4263,,,,
2002-12-01,0.9927,121.56,1.9535,0.5731,30.857,7.4261,15.6466,0.6379,237.72,3.4518,0.5984,0.4147,3.9848,33300,9.005,229.9512,41.974,1.4754,85.43,7.2839,1523000,1.7755,1.5586,7.7417,1187.47,1.999,1.7527,9.2137,1,0.7059,79.4149,29.4263,,,,
2002-12-02,0.9871,123.14,1.953,0.5731,30.82,7.4261,15.6466,0.6396,236.85,3.4524,0.5976,0.4142,3.9833,33177,9.0065,229.8125,41.882,1.4774,84.95,7.296,1505000,1.7649,1.5364,7.6981,1184.52,1.9752,1.7484,9.1807,1,0.7077,79.4889,29.5016,,,,
2002-12-03,0.9967,124.08,1.9542,0.5729,30.93,7.4263,15.6466,0.6349,237.38,3.4524,0.6001,0.4145,3.9781,33465,9.037,229.8926,41.8,1.4721,85.2,7.2615,1530000,1.7827,1.5516,7.7728,1213.38,1.9974,1.7642,9.2333,1,0.707,79.4211,29.4466,,,,
2002-12-04,1.0018,124.75,1.955,0.573,31.135,7.4263,15.6466,0.6373,237.21,3.4524,0.6016,0.4146,3.9894,33675,9.0727,229.8615,41.854,1.4721,85.1,7.2764,1553000,1.7854,1.5607,7.8125,1218.64,2.0012,1.7735,9.1455,1,0.7102,79.7438,29.5637,,,,
2002-12-05,0.9991,125.18,1.9548,0.5731,30.893,7.4264,15.6466,0.6366,236.15,3.4525,0.6009,0.4145,0.8251,33713,9.0469,229.8812,41.653,1.4727,85.07,7.2834,1550000,1.7813,1.5578,7.7915,1219.4,1.993,1.7737,9.1097,1,0.71,79.7098,29.5622,,,,
2002-12-06,1.0006,125.02,1.9536,0.5731,31.015,7.4261,15.6466,0.6398,236.58,3.452,0.6009,0.4147,4.0028,33710,9.0461,229.885,41.684,1.4717,85.31,7.2911,1553000,1.7847,1.5591,7.8032,1221.23,1.9976,1.7752,9.2635,1,,,,,,,
2002-12-07,1.0006,125.02,1.9536,0.5731,31.015,7.4261,15.6466,0.6398,236.58,3.452,0.6009,0.4147,4.0028,33710,9.0461,229.885,41.684,1.4717,85.31,7.2911,1553000,1.7847,1.5591,7.8032,1221.23,1.9976,1.7752,9.2635,1,,,,,,,
2002-12-08,1.0006,125.02,1.9536,0.5731,31.015,7.4261,15.6466,0.6398,236.58,3.452,0.6009,0.4147,4.0028,33710,9.0461,229.885,41.684,1.4717,85.31,7.2911,1553000,1.7847,1.5591,7.8032,1221.23,1.9976,1.7752,9.2635,1,,,,,,,
2002-12-09,1.0093,123.65,1.9528,0.5731,31.08,7.4267,15.6466,0.6387,236.36,3.4523,0.6021,0.4153,3.9802,34013,9.0839,229.87,41.735,1.4737,85.22,7.3085,1582000,1.7927,1.5752,7.8712,1218.73,2.0052,1.781,9.188,1,0.7169,80.4744,29.8155,,,,
2002-12-10,1.0111,124.66,1.9518,0.5731,31.134,7.4273,15.6466,0.6414,236.51,3.4523,0.6008,0.4157,3.9836,34052,9.0704,229.885,41.728,1.4736,85.41,7.325,1568000,1.7946,1.5768,7.8854,1225.45,2.0008,1.784,9.0321,1,0.715,80.2713,29.7402,,,,
2002-12-11,1.0067,124.18,1.9492,0.5731,31.05,7.4264,15.6466,0.6396,236.06,3.4523,0.5999,0.4154,3.9667,34050,9.0837,230.0815,41.764,1.474,85.28,7.3531,1578000,1.7955,1.5693,7.8513,1221.03,2.004,1.7736,8.9163,1,0.7156,80.327,29.7609,,,,
2002-12-12,1.0156,124.55,1.9503,0.5728,31.183,7.4267,15.6466,0.6438,235.92,3.4522,0.6044,0.4161,3.9525,34313,9.1187,230.1213,41.721,1.4768,84.57,7.3518,1580000,1.7942,1.5775,7.921,1226.34,1.9965,1.7845,9.0746,1,0.7228,81.1275,30.0574,,,,
2002-12-13,1.0221,124.46,1.95,0.5729,31.233,7.4256,15.6466,0.6431,235.68,3.4523,0.6063,0.4165,3.9659,34520,9.1424,230.1873,41.726,1.4768,84.92,7.3073,1580000,1.805,1.5892,7.971,1231.12,1.9946,1.7865,8.9147,1,0.7266,81.7829,30.1964,,,,
2002-12-14,1.0221,124.46,1.95,0.5729,31.233,7.4256,15.6466,0.6431,235.68,3.4523,0.6063,0.4165,3.9659,34520,9.1424,230.1873,41.726,1.4768,84.92,7.3073,1580000,1.805,1.5892,7.971,1231.12,1.9946,1.7865,8.9147,1,0.7266,81.7829,30.1964,,,,
2002-12-15,1.0221,124.46,1.95,0.5729,31.233,7.4256,15.6466,0.6431,235.68,3.4523,0.6063,0.4165,3.9659,34520,9.1424,230.1873,41.726,1.4768,84.92,7.3073,1580000,1.805,1.5892,7.971,1231.12,1.9946,1.7865,8.9147,1,0.7266,81.7829,30.1964,,,,
2002-12-16,1.0212,123.64,1.9505,0.5728,31.257,7.426,15.6466,0.642,235.65,3.4525,0.6054,0.4162,3.971,34518,9.0804,230.1735,41.645,1.477,84.86,7.2834,1580000,1.807,1.5959,7.9639,1228.71,1.991,1.7873,8.9145,1,0.7257,81.6235,30.1434,,,,
2002-12-17,1.0307,124.4,1.9508,0.573,31.357,7.4273,15.6466,0.6423,235.13,3.4522,0.6091,0.4168,4.0019,34888,9.0952,230.0612,41.72,1.4732,85.02,7.287,1624000,1.814,1.6047,8.038,1227.05,1.9867,1.7989,9.3372,1,0.7296,82.0584,30.2423,,,,
2002-12-18,1.024,124.35,1.9498,0.573,31.225,7.4253,15.6466,0.6402,235.23,3.4523,0.6074,0.416,3.9947,34585,9.0785,230.095,41.766,1.4663,84.57,7.303,1634000,1.812,1.5882,7.9851,1230.34,1.987,1.7888,9.1694,1,0.7287,81.8844,30.229,,,,
2002-12-19,1.0273,123.87,1.9488,0.573,31.285,7.425,15.6466,0.6402,235.39,3.4522,0.6072,0.4161,3.9774,34430,9.115,229.9854,41.784,1.4635,85.18,7.288,1682000,1.8165,1.5965,8.0109,1234.3,1.9903,1.7918,9.1703,1,0.729,81.7622,30.2408,,,,
2002-12-20,1.0255,123.79,1.952,0.5729,31.267,7.4251,15.6466,0.6399,235.98,3.452,0.6061,0.416,3.9768,34300,9.1165,230.0615,41.835,1.4619,84.76,7.288,1681000,1.8145,1.5899,7.9966,1231.63,1.987,1.7897,9.1507,1,0.7288,81.7138,30.2099,,,,
2002-12-21,1.0255,123.79,1.952,0.5729,31.267,7.4251,15.6466,0.6399,235.98,3.452,0.6061,0.416,3.9768,34300,9.1165,230.0615,41.835,1.4619,84.76,7.288,1681000,1.8145,1.5899,7.9966,1231.63,1.987,1.7897,9.1507,1,0.7288,81.7138,30.2099,,,,
2002-12-22,1.0255,123.79,1.952,0.5729,31.267,7.4251,15.6466,0.6399,235.98,3.452,0.6061,0.416,3.9768,34300,9.1165,230.0615,41.835,1.4619,84.76,7.288,1681000,1.8145,1.5899,7.9966,1231.63,1.987,1.7897,9.1507,1,0.7288,81.7138,30.2099,,,,
2002-12-23,1.0282,123.35,1.9515,0.5726,31.36,7.4266,15.6466,0.6434,235.75,3.4516,0.6049,0.4167,3.9628,34400,9.115,230.0315,41.825,1.458,84.51,7.261,1700000,1.829,1.5962,8.0184,1235.49,1.9934,1.7886,9.0171,1,0.7282,81.6422,30.1835,,,,
2002-12-24,1.0296,123.78,1.9516,0.5725,31.253,7.4261,15.6466,0.6459,235.61,3.4521,0.6067,0.417,3.9735,34373,9.1335,230.035,41.79,1.4538,84.69,7.282,1731000,1.8262,1.5976,8.0295,1236.24,1.994,1.7922,9.1333,1,,,,,,,
2002-12-25,1.0296,123.78,1.9516,0.5725,31.253,7.4261,15.6466,0.6455,235.61,3.4521,0.6067,0.417,3.9735,34373,9.1335,230.035,41.79,1.4538,84.69,7.282,1731000,1.8262,1.5976,8.0295,1236.24,1.994,1.7922,9.13,1,,,,,,,
2002-12-26,1.0296,123.78,1.9516,0.5725,31.253,7.4261,15.6466,0.6472,235.61,3.4521,0.6067,0.417,3.9939,34373,9.122,230.035,41.79,1.4538,84.69,7.282,1731000,1.8262,1.5976,8.0295,1236.24,1.994,1.7922,9.1529,1,,,,,,,
2002-12-27,1.0376,124.45,1.9532,0.573,31.34,7.4267,15.6466,0.6507,235.73,3.4522,0.6098,0.4175,3.9769,34785,9.1699,230.13,41.8,1.4567,84.8,7.2835,1719000,1.8446,1.6274,8.092,1242.79,2.001,1.8049,9.0816,1,0.7407,83.0763,30.6518,,,,
2002-12-28,1.0376,124.45,1.9532,0.573,31.34,7.4267,15.6466,0.6507,235.73,3.4522,0.6098,0.4175,3.9769,34785,9.1699,230.13,41.8,1.4567,84.8,7.2835,1719000,1.8446,1.6274,8.092,1242.79,2.001,1.8049,9.0816,1,0.7407,83.0763,30.6518,,,,
2002-12-29,1.0376,124.45,1.9532,0.573,31.34,7.4267,15.6466,0.6507,235.73,3.4522,0.6098,0.4175,3.9769,34785,9.1699,230.13,41.8,1.4567,84.8,7.2835,1719000,1.8446,1.6274,8.092,1242.79,2.001,1.8049,9.0816,1,0.7407,83.0763,30.6518,,,,
2002-12-30,1.0422,124.27,1.9546,0.5733,31.489,7.4281,15.6466,0.653,235.95,3.4523,0.6123,0.4179,4.0136,34925,9.158,230.1208,41.688,1.4548,84.24,7.2805,1713000,1.8515,1.6381,8.128,1247.51,2.001,1.8093,9.0816,1,0.7446,81.1673,30.7775,,,,
2002-12-31,1.0487,124.39,1.9546,0.5732,31.577,7.4288,15.6466,0.6523,236.29,3.4525,0.614,0.4182,7.1436,35135,9.1675,230.1577,41.503,1.4524,84.74,7.278,1738000,1.8556,1.655,8.1781,1243.76,1.9975,1.8199,8.9894,1,,,,,,,
